COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Vivendi,Peer group,Violent genre
SIMPSONS: HIT & RUN,3,1,1,1,SIMPSONS,SIMPSONS,VIVENDI UNIVERSAL ,RADICAL ENTERTAINMENT,ACTION,ACTION/DRIVING HYBRID,01-Sep-03,2003,9,T,NO,Vivendi,Yes,Violent
SIMPSONS: ROAD RAGE,3,1,1,1,SIMPSONS,SIMPSONS,ELECTRONIC ARTS,RADICAL ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,T,NO,No,Yes,Non violent
SIREN,1,0,0,1,,,SONY ,SONY COMPUTER ENTERTAINMENT,ADVENTURE,SURVIVAL HORROR,01-Apr-04,2004,4,M,NO,No,Yes,Non violent
SITTING DUCK,1,0,0,1,,,HIP INTERACTIVE ,ASOBO STUDIO,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jul-04,2004,7,E,NO,No,No,Violent
SKIES OF ARCADIA LGND,1,1,0,0,SKIES OF ARCADIA,,SEGA OF AMERICA,OVERWORKS,RPG,RPG,01-Jan-03,2003,1,T,NO,No,No,Non violent
SKY GUNNER,1,0,0,1,,,ATLUS,SONY COMPUTER ENTERTAINMENT,FLIGHT,SPACE COMBAT SIMULATIONS,01-Jun-02,2002,6,E,NO,No,No,Non violent
SKY ODYSSEY,1,0,0,1,,,ACTIVISION,SONY COMPUTER ENTERTAINMENT,FLIGHT,FLIGHT ORIENTED SIMULATIONS,01-Nov-00,2000,11,E,NO,No,No,Non violent
SLED STORM,1,0,0,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,EXTREME SPORTS,01-Mar-02,2002,3,T,NO,No,Yes,Non violent
SLY 2:BAND OF THIEVES,1,0,0,1,SLY COOPER,,SONY ,SUCKER PUNCH PRODUCTIONS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-04,2004,9,E,NO,No,Yes,Violent
SLY COOPER & THIEVIUS,1,0,0,1,SLY COOPER,,SONY ,SUCKER PUNCH PRODUCTIONS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-02,2002,9,E,NO,No,Yes,Violent
SMASH CARS,1,0,0,1,,,METRO3D,CREAT STUDIO,RACING,ACTION ORIENTED RACING,01-Aug-03,2003,8,E,NO,No,No,Non violent
SMASH COURT TENNIS,1,0,0,1,SMASH COURT TENNIS,PRO TENNIS,NAMCO,,SPORTS,TENNIS,01-Mar-02,2002,3,E,NO,No,No,Non violent
SMASH COURT TENNIS 2,1,0,0,1,SMASH COURT TENNIS,PRO TENNIS,NAMCO,NAMCO,SPORTS,TENNIS,01-Jun-04,2004,6,E,NO,No,No,Non violent
SMASHING DRIVE,2,1,1,0,,,NAMCO,POINT OF VIEW,RACING,COMBAT ORIENTED RACING,01-Feb-02,2002,2,T,NO,No,No,Non violent
SMUGGLER'S RUN,2,1,0,1,SMUGGLER'S RUN,,TAKE 2 INTERACTIVE ,ANGEL STUDIOS,RACING,COMBAT ORIENTED RACING,01-Oct-00,2000,8,T,NO,No,No,Non violent
SMUGGLER'S RUN 2,1,0,0,1,SMUGGLER'S RUN,,TAKE 2 INTERACTIVE ,ANGEL STUDIOS,RACING,COMBAT ORIENTED RACING,01-Oct-01,2001,10,T,NO,No,No,Non violent
SNEAKERS,1,0,1,0,,,MICROSOFT ,MEDIA VISION,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,E,NO,No,No,Violent
SNK VS CAPCOM: SVC,1,0,1,0,CAPCOM VS SNK/SNK VS CAPCOM,,SNK,SNK PLAYMORE,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-04,2004,10,T,YES,No,No,Violent
SOCCER AMERICA,1,0,0,1,,,HOT-B USA,,SPORTS,SOCCER,01-Jun-01,2001,6,E,NO,No,No,Non violent
SOCCER SLAM,3,1,1,1,,,SEGA OF AMERICA,BLACK BOX GAMES,SPORTS,SOCCER,01-Mar-02,2002,3,E,NO,No,No,Non violent
SOCOM II: NAVY SEALS,1,0,0,1,SOCOM,,SONY ,ZIPPER INTERACTIVE,SHOOTER,SQUAD BASED COMBAT,01-Nov-03,2003,11,M,YES,No,Yes,Violent
SOCOM: NAVY SEALS,2,0,0,2,SOCOM,,SONY ,ZIPPER INTERACTIVE,SHOOTER,SQUAD BASED COMBAT,01-Aug-02,2002,4,M,YES,No,Yes,Violent
SOLDIER OF FORTUNE,1,0,0,1,SOLDIER OF FORTUNE,,MAJESCO,PIPE DREAM INTERACTIVE,SHOOTER,1ST PERSON SHOOTER,01-Nov-01,2001,11,M,NO,No,No,Violent
SOLDIER OF FORTUNE II: DOUBLE HE,1,0,1,0,SOLDIER OF FORTUNE,,ACTIVISION,GRATUITUS GAMES,SHOOTER,1ST PERSON SHOOTER,01-Jun-03,2003,6,M,YES,No,No,Violent
SONIC ADVENTURE 2,1,1,0,0,SONIC THE HEDGEHOG,SONIC THE HEDGEHOG,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Feb-02,2002,2,E,NO,No,No,Violent
SONIC ADVT DX DIR CUT,1,1,0,0,SONIC THE HEDGEHOG,SONIC THE HEDGEHOG,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jun-03,2003,6,E,NO,No,No,Violent
SONIC ADVT/SONIC DX,1,1,0,0,SONIC THE HEDGEHOG,SONIC THE HEDGEHOG,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-04,2004,9,E,NO,No,No,Violent
SONIC HEROES,3,1,1,1,SONIC THE HEDGEHOG,SONIC THE HEDGEHOG,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jan-04,2004,1,E,NO,No,No,Violent
SONIC MEGA COLLECTION,1,1,0,0,SONIC THE HEDGEHOG,SONIC THE HEDGEHOG,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-02,2002,11,E,NO,No,No,Violent
SONIC MEGA COLLECTION PLUS,2,0,1,1,SONIC THE HEDGEHOG,SONIC THE HEDGEHOG,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,E,NO,No,No,Violent
SONIC MEGA/SONIC DX,1,1,0,0,SONIC THE HEDGEHOG,SONIC THE HEDGEHOG,SEGA OF AMERICA,SONIC TEAM,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-04,2004,9,E,NO,No,No,Violent
SOUL CALIBUR II,3,1,1,1,SOUL CALIBUR,,NAMCO,NAMCO,FIGHTING,FIGHT/HEAD TO HEAD,01-Aug-03,2003,8,T,NO,No,No,Violent
SPACE ACE,1,0,1,0,SPACE ACE,,DIGITAL LEISURE,DIGITAL LEISURE,ADVENTURE,GENERAL ADVENTURE,01-Dec-01,2001,12,E,NO,No,No,Non violent
SPACE CHANNEL 5,1,0,0,1,SPACE CHANNEL 5,,AGETEC,UNITED GAME ARTISTS,FAMILY ,MUSIC/DANCE GAMES,01-Nov-03,2003,11,T,NO,No,No,Non violent
SPACE RACE,1,0,0,1,,LOONEY TUNES,ATARI,TANTALUS INTERACTIVE,RACING,ACTION ORIENTED RACING,01-May-02,2002,5,E,NO,No,No,Non violent
SPACE RAIDERS,1,1,0,0,,,MASTIFF,TAITO,SHOOTER,OTHER SHOOTER,01-Apr-04,2004,4,T,NO,No,No,Violent
SPAWN: ARMAGEDDON,3,1,1,1,SPAWN,SPAWN,NAMCO,POINT OF VIEW,ACTION,GENERAL ACTION,01-Nov-03,2003,11,M,NO,No,No,Violent
SPEED KINGS,3,1,1,1,,,ACCLAIM  ,CLIMAX GROUP,RACING,ACTION ORIENTED RACING,01-May-03,2003,5,E,NO,No,No,Non violent
SPHINX AND THE CURSED MUMMY,3,1,1,1,,,THQ ,EUROCOM DEVELOPMENTS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,11,T,NO,No,Yes,Violent
SPIDER-MAN: THE MOVIE,3,1,1,1,SPIDERMAN,SPIDERMAN,ACTIVISION,,ACTION,GENERAL ACTION,01-Apr-02,2002,4,E,NO,No,No,Violent
SPIDER-MAN: THE MOVIE 2,3,1,1,1,SPIDERMAN,SPIDERMAN,ACTIVISION,TREYARCH INVENTION,ACTION,GENERAL ACTION,01-Jun-04,2004,6,T,NO,No,No,Violent
SPIRITS & SPELLS,1,1,0,0,,,DREAMCATCHER INTERACTIVE,WANADOO EDITION,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-03,2003,9,E,NO,No,No,Violent
SPLASHDOWN,2,0,1,1,SPLASHDOWN,,ATARI,RAINBOW STUDIOS,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,6,E,NO,No,No,Non violent
SPLASHDOWN:RIDES WILD,1,0,0,1,SPLASHDOWN,,THQ ,RAINBOW STUDIOS,RACING,ACTION ORIENTED RACING,01-Aug-03,2003,8,E,NO,No,Yes,Non violent
SPONGEBOB SQUAREPANTS: BATTLE FO,3,1,1,1,SPONGEBOB SQUAREPANTS,SPONGEBOB SQUAREPANTS,THQ ,HEAVY IRON STUDIOS,CHILDREN'S ,CHILDREN'S GAMES,01-Oct-03,2003,10,E,NO,No,Yes,Non violent
SPONGEBOB SQUAREPANTS: THE MOVIE,3,1,1,1,SPONGEBOB SQUAREPANTS,SPONGEBOB SQUAREPANTS,THQ ,HEAVY IRON STUDIOS,CHILDREN'S ,CHILDREN'S GAMES,01-Oct-04,2004,10,E,NO,No,Yes,Non violent
SPONGEBOB: REVENGE OF THE FLYING,2,1,0,1,SPONGEBOB SQUAREPANTS,SPONGEBOB SQUAREPANTS,THQ ,BIGSKY INTERACTIVE,CHILDREN'S ,CHILDREN'S GAMES,01-Nov-02,2002,11,E,NO,No,Yes,Non violent
SPY FICTION,1,0,0,1,,,SAMMY STUDIOS,ACCESS GAMES,ACTION,STEALTH ACTION,01-Sep-04,2004,9,M,NO,No,No,Violent
SPY HUNTER 2,2,0,1,1,SPY HUNTER,,MIDWAY,MIDWAY HOME ENTERTAINMENT,RACING,COMBAT ORIENTED RACING,01-Nov-03,2003,11,T,NO,No,No,Non violent
SPYHUNTER,3,1,1,1,SPY HUNTER,,MIDWAY,PARADIGM ENTERTAINMENT,RACING,COMBAT ORIENTED RACING,01-Sep-01,2001,3,T,NO,No,No,Non violent
SPYRO: A HERO'S TAIL,3,1,1,1,SPYRO,SPYRO THE DRAGON,VIVENDI UNIVERSAL ,EUROCOM DEVELOPMENTS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,E,NO,Vivendi,Yes,Violent
SPYRO: ENTER DRAGONFLY,2,1,0,1,SPYRO,SPYRO THE DRAGON,VIVENDI UNIVERSAL ,EQUINOXE DIGITAL,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-02,2002,11,E,NO,Vivendi,Yes,Violent
SSX,1,0,0,1,SSX,,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,EXTREME SPORTS,01-Oct-00,2000,10,E,NO,No,Yes,Non violent
SSX 3,3,1,1,1,SSX,,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,EXTREME SPORTS,01-Oct-03,2003,10,E,NO,No,Yes,Non violent
SSX TRICKY,3,1,1,1,SSX,,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,EXTREME SPORTS,01-Nov-01,2001,11,E,NO,No,Yes,Non violent
STAKE:FORTUNE FIGHTRS,1,0,1,0,,,METRO3D,GAMENESS ART SOFTWARE,FIGHTING,FIGHT/HEAD TO HEAD,01-May-03,2003,5,T,NO,No,No,Violent
STAR FOX ADVENTURES,1,1,0,0,STAR FOX,,NINTENDO OF AMERICA,RARE,ADVENTURE,GENERAL ADVENTURE,01-Sep-02,2002,9,T,NO,No,No,Non violent
STAR OCEAN: TILL END,1,0,0,1,STAR OCEAN,,SQUARE ENIX INC ,TRI-ACE,RPG,RPG,01-Sep-04,2004,9,T,NO,No,No,Non violent
STAR TREK: SHATTERED UNIVERSE,2,0,1,1,STAR TREK,STAR TREK,TAKE 2 INTERACTIVE ,STARSPHERE INTERACTIVE,FLIGHT,SPACE COMBAT SIMULATIONS,01-Jan-04,2004,1,E,NO,No,No,Non violent
STAR TREK: VOYAGER ELITE FORCE,1,0,0,1,STAR TREK,STAR TREK,MAJESCO,PIPE DREAM INTERACTIVE,SHOOTER,1ST PERSON SHOOTER,01-Dec-01,2001,12,T,NO,No,No,Violent
STAR WARS JEDI KNIGHT JEDI ACADE,1,0,1,0,STAR WARS,STAR WARS,LUCASARTS,RAVEN SOFTWARE,ACTION,GENERAL ACTION,01-Nov-03,2003,11,T,NO,No,Yes,Violent
STAR WARS: BATTLEFRONT,2,0,1,1,STAR WARS,STAR WARS,LUCASARTS,PANDEMIC STUDIOS,ACTION,GENERAL ACTION,01-Sep-04,2004,9,T,YES,No,Yes,Violent
STAR WARS: BOUNTY HUNTER,3,1,0,2,STAR WARS,STAR WARS,LUCASARTS,LUCASARTS,ACTION,GENERAL ACTION,01-Nov-02,2002,11,T,NO,No,Yes,Violent
STAR WARS: CLONE WARS,3,1,1,1,STAR WARS,STAR WARS,LUCASARTS,PANDEMIC STUDIOS,ACTION,GENERAL ACTION,01-Oct-02,2002,4,T,NO,No,Yes,Violent
STAR WARS: JEDI KNIGHT II: JEDI,2,1,1,0,STAR WARS,STAR WARS,LUCASARTS,VICARIOUS VISIONS,ACTION,GENERAL ACTION,01-Nov-02,2002,11,T,NO,No,Yes,Violent
STAR WARS: JEDI STARFIGHTER,2,0,1,1,STAR WARS,STAR WARS,LUCASARTS,LUCASARTS,FLIGHT,SPACE COMBAT SIMULATIONS,01-Mar-02,2002,3,T,NO,No,Yes,Non violent
STAR WARS: KNIGHTS OF THE OLD RE,2,0,2,0,STAR WARS,STAR WARS,LUCASARTS,BIOWARE,RPG,RPG,01-Jul-03,2003,7,T,NO,No,Yes,Non violent
STAR WARS: OBI-WAN,1,0,1,0,STAR WARS,STAR WARS,LUCASARTS,LUCASARTS,ACTION,GENERAL ACTION,01-Dec-01,2001,12,T,NO,No,Yes,Violent
STAR WARS: STARFIGHTER,2,0,1,1,STAR WARS,STAR WARS,LUCASARTS,LUCASARTS,FLIGHT,SPACE COMBAT SIMULATIONS,01-Feb-01,2001,2,T,NO,No,Yes,Non violent
STARSKY & HUTCH,3,1,1,1,,OTHER,BAM! ,MINDS EYE PRODUCTIONS,RACING,COMBAT ORIENTED RACING,01-Sep-03,2003,8,T,NO,No,No,Non violent
STATE OF EMERGENCY,2,0,1,1,,,TAKE 2 INTERACTIVE ,VIS INTERACTIVE,ACTION,GENERAL ACTION,01-Feb-02,2002,2,M,NO,No,No,Violent
STEEL BATTALION W/CTL,1,0,1,0,STEEL BATTALION,,CAPCOM USA,,SHOOTER,MECHANIZED SHOOTER,01-Nov-02,2002,11,T,NO,No,No,Violent
STEEL BATTALION: LINE,1,0,1,0,STEEL BATTALION,,CAPCOM USA,CAPCOM,SHOOTER,MECHANIZED SHOOTER,01-Feb-04,2004,2,T,YES,No,No,Violent
STITCH:EXPERIMENT 626,1,0,0,1,,LILO AND STITCH,SONY ,HIGH VOLTAGE SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jun-02,2002,6,E,NO,No,Yes,Violent
STREET FIGHTER ANNIVERSARY COLLE,1,0,0,1,STREET FIGHTER,STREET FIGHTER,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-04,2004,9,T,NO,No,No,Violent
STREET FIGHTER EX3,1,0,0,1,STREET FIGHTER,STREET FIGHTER,CAPCOM USA,ARIKA,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-00,2000,10,T,NO,No,No,Violent
STREET HOOPS,3,1,1,1,,,ACTIVISION,BLACK OPS ENTERTAINMENT,SPORTS,BASKETBALL,01-Aug-02,2002,8,T,NO,No,No,Non violent
STREET RACING SYNDICATE,3,1,1,1,,,NAMCO,EUTECHNYX,RACING,ACTION ORIENTED RACING,01-Sep-04,2004,9,T,NO,No,No,Non violent
STRETCH PANIC,1,0,0,1,,,CONSPIRACY,TREASURE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Aug-01,2001,8,T,NO,No,No,Violent
STRIKE FORCE BOWLING,2,0,1,1,,,CRAVE ,LAB RATS GAMES,SPORTS,BOWLING,01-May-04,2004,5,E,NO,No,No,Non violent
STUNT GP,1,0,0,1,,,TITUS INTERACTIVE,TEAM 17,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,E,NO,No,No,Non violent
STUNTMAN,1,0,0,1,STUNTMAN,,ATARI,REFLECTIONS INTERACTIVE,RACING,ACTION ORIENTED RACING,01-Jun-02,2002,6,T,NO,No,No,Non violent
SUB REBELLION,1,0,0,1,,,METRO3D,IREM SOFTWARE ENGINEERING,SHOOTER,MECHANIZED SHOOTER,01-Oct-02,2002,10,T,NO,No,No,Violent
SUDEKI,1,0,1,0,,,MICROSOFT ,CLIMAX GROUP,RPG,RPG,01-Jul-04,2004,7,M,NO,No,No,Non violent
SUIKODEN III,1,0,0,1,SUIKODEN,,KONAMI DIGITAL ENT.,KONAMI,RPG,RPG,01-Oct-02,2002,10,T,NO,No,No,Non violent
SUMMER HEAT VBALL,1,0,0,1,,,ACCLAIM  ,ACCLAIM STUDIOS,SPORTS,MULTIPLE/OTHER SPORTS,01-Jun-03,2003,6,T,NO,No,No,Non violent
SUMMONER,1,0,0,1,SUMMONER,,THQ ,VOLITION,RPG,RPG,01-Oct-00,2000,10,T,NO,No,Yes,Non violent
SUMMONER 2,1,0,0,1,SUMMONER,,THQ ,VOLITION,RPG,RPG,01-Sep-02,2002,9,T,NO,No,Yes,Non violent
SUMMONER:GODDESS RBRN,1,1,0,0,SUMMONER,,THQ ,CRANKY PANTS GAMES,RPG,RPG,01-Feb-03,2003,2,T,NO,No,Yes,Non violent
SUNNY GARCIA SURFING,1,0,0,1,,,UBISOFT,KROME STUDIOS,SPORTS,EXTREME SPORTS,01-Oct-01,2001,10,E,NO,No,Yes,Non violent
SUPER BUST A MOVE,1,0,0,1,BUST A MOVE,,ACCLAIM  ,TAITO,FAMILY ,PUZZLE GAMES,01-Nov-00,2000,11,E,NO,No,No,Non violent
SUPER BUST A MOVE 2,1,0,0,1,BUST A MOVE,,UBISOFT,TAITO,FAMILY ,PUZZLE GAMES,01-Sep-02,2002,9,E,NO,No,Yes,Non violent
SUPER MARIO SUNSHINE,1,1,0,0,MARIO BROTHERS,SUPER MARIO BROTHERS,NINTENDO OF AMERICA,NINTENDO COMPANY,ACTION,PLATFORM/SCROLLING CHARACTER,01-Aug-02,2002,8,E,NO,No,No,Violent
SUPER MONKEY BALL,1,1,0,0,SUPER MONKEY BALL,,SEGA OF AMERICA,AMUSEMENT VISION,FAMILY ,PARTY GAMES,01-Nov-01,2001,11,E,NO,No,No,Non violent
SUPER MONKEY BALL 2,1,1,0,0,SUPER MONKEY BALL,,SEGA OF AMERICA,AMUSEMENT VISION,FAMILY ,PARTY GAMES,01-Aug-02,2002,8,E,NO,No,No,Non violent
SUPER MONKEY BALL BND,1,1,0,0,SUPER MONKEY BALL,,SEGA OF AMERICA,AMUSEMENT VISION,FAMILY ,PARTY GAMES,01-Sep-04,2004,9,E,NO,No,No,Non violent
SUPER SMASH BRO MELEE,1,1,0,0,,SUPER MARIO BROTHERS,NINTENDO OF AMERICA,HAL LABORATORY,FIGHTING,FIGHT/HEAD TO HEAD,01-Dec-01,2001,12,T,NO,No,No,Violent
SUPER TRUCKS RACING,1,0,0,1,,,XS GAMES,JESTER INTERACTIVE,RACING,SPORTS ORIENTED RACING,01-Oct-03,2003,10,E,NO,No,No,Non violent
SUPERCAR STREET CHALLENGE,1,0,0,1,,,ACTIVISION,EXAKT ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Oct-01,2001,10,E,NO,No,No,Non violent
SUPERMAN: SHADOW OF APOKOLIPS,2,1,0,1,SUPERMAN,SUPERMAN,ATARI,INFOGRAMES,ACTION,GENERAL ACTION,01-Sep-02,2002,3,E,NO,No,No,Violent
SUPERMAN:MAN OF STEEL,1,0,1,0,SUPERMAN,SUPERMAN,ATARI,CIRCUS FREAK STUDIOS,ACTION,GENERAL ACTION,01-Nov-02,2002,11,T,NO,No,No,Violent
SUPPER BUBBLE POP,2,1,1,0,,,JALECO,RUNECRAFT,FAMILY ,PUZZLE GAMES,01-Dec-02,2002,12,E,NO,No,No,Non violent
SURFING: H30,1,0,0,1,,,TAKE 2 INTERACTIVE ,OPUS,SPORTS,EXTREME SPORTS,01-Nov-00,2000,11,E,NO,No,No,Non violent
SW: BOMBAD RACING,1,0,0,1,STAR WARS,STAR WARS,LUCASARTS,LUCASARTS,RACING,ACTION ORIENTED RACING,01-Apr-01,2001,4,E,NO,No,Yes,Non violent
SW: RACER REVENGE,1,0,0,1,STAR WARS,STAR WARS,LUCASARTS,RAINBOW STUDIOS,RACING,ACTION ORIENTED RACING,01-Feb-02,2002,2,E,NO,No,Yes,Non violent
SW: ROGUE SQUADRON II,1,1,0,0,STAR WARS,STAR WARS,LUCASARTS,FACTOR 5,FLIGHT,SPACE COMBAT SIMULATIONS,01-Nov-01,2001,11,T,NO,No,Yes,Non violent
SW: STARFIGHTER BNDL,1,0,0,1,STAR WARS,STAR WARS,LUCASARTS,,FLIGHT,SPACE COMBAT SIMULATIONS,01-Apr-02,2002,4,T,NO,No,Yes,Non violent
SW:ROGUE SQUADRON III,1,1,0,0,STAR WARS,STAR WARS,LUCASARTS,FACTOR 5,FLIGHT,SPACE COMBAT SIMULATIONS,01-Oct-03,2003,10,T,NO,No,Yes,Non violent
SWAT GLOBAL STRIKE TEAM,2,0,1,1,SWAT,,VIVENDI UNIVERSAL ,ARGONAUT SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-Oct-03,2003,10,M,NO,Vivendi,Yes,Violent
SWING AWAY GOLF,1,0,0,1,,,ELECTRONIC ARTS,T&E SOFT,SPORTS,GOLF,01-Oct-00,2000,10,E,NO,No,Yes,Non violent
SWINGERZ GOLF,1,1,0,0,,,EIDOS INTERACTIVE ,TELENET JAPAN,SPORTS,GOLF,01-Oct-02,2002,10,E,NO,No,No,Non violent
SX SUPERSTAR,2,1,1,0,,,ACCLAIM  ,CLIMAX GROUP,RACING,SPORTS ORIENTED RACING,01-Jun-03,2003,6,T,NO,No,No,Non violent
SYBERIA,1,0,1,0,SYBERIA,,XS GAMES,MICROIDS,ADVENTURE,GENERAL ADVENTURE,01-Jul-03,2003,7,T,NO,No,No,Non violent
SYBERIA II,1,0,1,0,SYBERIA,,XS GAMES,MICROIDS,ADVENTURE,GENERAL ADVENTURE,01-Oct-04,2004,10,T,NO,No,No,Non violent
SYPHON FILTER: OMEGA,1,0,0,1,SYPHON FILTER,,SONY ,SONY BEND,ACTION,STEALTH ACTION,01-May-04,2004,5,M,YES,No,Yes,Violent
T. CLANCYS BLACK ARROW,1,0,1,0,TOM CLANCY,TOM CLANCY,UBISOFT,UBISOFT ENTERTAINMENT,SHOOTER,SQUAD BASED COMBAT,01-Aug-04,2004,8,M,YES,No,Yes,Violent
T. CLANCYS CLASSIC TRILOGY,1,0,1,0,TOM CLANCY,TOM CLANCY,UBISOFT,UBISOFT ENTERTAINMENT,OTHER GAMES,BUNDLES/COMPILATIONS,01-Nov-04,2004,11,M,YES,No,Yes,Non violent
TAIKO DRUM MSTR W/CNT,1,0,0,1,,,NAMCO,NAMCO,FAMILY ,MUSIC/DANCE GAMES,01-Oct-04,2004,10,E,NO,No,No,Non violent
TAK 2: THE STAFF OF DREAMS,3,1,1,1,TAK,NICKELODEON,THQ ,AVALANCHE SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-04,2004,10,E,NO,No,Yes,Violent
TAK AND THE POWER OF JUJU,2,1,0,1,TAK,NICKELODEON,THQ ,AVALANCHE SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-03,2003,10,E,NO,No,Yes,Violent
TALES OF SYMPHONIA,1,1,0,0,,,NAMCO,NAMCO,RPG,RPG,01-Jul-04,2004,7,T,NO,No,No,Non violent
TAO FENG: FIST LOTUS,1,0,1,0,,,MICROSOFT ,STUDIO GIGANTE,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-03,2003,3,M,NO,No,No,Violent
TARZAN UNTAMED,1,1,0,0,TARZAN,TARZAN,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Nov-01,2001,11,E,NO,No,Yes,Violent
TAZ WANTED,3,1,1,1,TAZ,LOONEY TUNES,ATARI,BLITZ GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-02,2002,9,E,NO,No,No,Violent
TECHNIC BEAT,1,0,0,1,,,MASTIFF,ARIKA,FAMILY ,MUSIC/DANCE GAMES,01-Nov-04,2004,11,E,NO,No,No,Non violent
TEENAGE MUTANT NINJA TURTLES,3,1,1,1,TEENAGE MUTANT NINJA TURTLES,NINJA TURTLES (TMNT),KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,01-Oct-03,2003,10,E,NO,No,No,Violent
TEENAGE MUTANT NINJA TURTLES 2:,3,1,1,1,TEENAGE MUTANT NINJA TURTLES,NINJA TURTLES (TMNT),KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,01-Oct-04,2004,10,T,NO,No,No,Violent
TEKKEN 4,1,0,0,1,TEKKEN,,NAMCO,NAMCO,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-02,2002,9,T,NO,No,No,Violent
TEKKEN TAG TOURNAMENT,1,0,0,1,TEKKEN,,NAMCO,NAMCO,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-00,2000,10,T,NO,No,No,Violent
TENCHU 3:WRATH HEAVEN,1,0,0,1,TENCHU,,ACTIVISION,K2,ACTION,STEALTH ACTION,01-Mar-03,2003,3,M,NO,No,No,Violent
TENCHU:RETURN DARKNSS,1,0,1,0,TENCHU,,ACTIVISION,K2,ACTION,STEALTH ACTION,01-Mar-04,2004,3,M,YES,No,No,Violent
TENNIS 2K2,1,0,0,1,,PRO TENNIS,SEGA OF AMERICA,,SPORTS,TENNIS,01-Jul-02,2002,7,E,NO,No,No,Non violent
TENNIS MASTERS 2003,1,0,1,0,,PRO TENNIS,HIP INTERACTIVE ,MICROIDS,SPORTS,TENNIS,01-Aug-03,2003,8,E,NO,No,No,Non violent
TERMINATOR 3: RISE OF THE MACHIN,2,0,1,1,TERMINATOR,TERMINATOR,ATARI,BLACK OPS ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Nov-03,2003,11,T,NO,No,No,Violent
TERMINATOR 3: THE REDEMPTION,3,1,1,1,TERMINATOR,TERMINATOR,ATARI,PARADIGM ENTERTAINMENT,ACTION,GENERAL ACTION,01-Sep-04,2004,9,T,NO,No,No,Violent
TERMINATOR: DAWN OF FATE,2,0,1,1,TERMINATOR,TERMINATOR,ATARI,PARADIGM ENTERTAINMENT,ACTION,GENERAL ACTION,01-Sep-02,2002,9,T,NO,No,No,Violent
TEST DRIVE,2,0,1,1,TEST DRIVE,,ATARI,PITBULL SYNDICATE,RACING,ACTION ORIENTED RACING,01-May-02,2002,5,T,NO,No,No,Non violent
TEST DRIVE EVE OF DESTRUCTION,2,0,1,1,TEST DRIVE,,ATARI,MONSTER GAMES,RACING,COMBAT ORIENTED RACING,01-Aug-04,2004,8,T,NO,No,No,Non violent
